patinfo_resadmin1,rowcacode1,report_date,Cases,Deaths,Recovered,Shape_Area,Shape_Leng,E_POP,Cum_Case,Cum_Death,Cum_Recovered,TRI_RIDX,TRI_IDX,TRI_IDX2
AGADEZ,NER001,2020-04-06,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-04-06,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-04-06,41.0,2.0,0.0,592.6403874,120.4281938,1026848,214.0,25.0,0.0,3.5165,100.0,100.0
ZINDER,NER007,2020-04-06,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,3.0,0.0,0.0,0.0001,0.0,75.0
DIFFA,NER002,2020-04-07,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-07,1.0,0.0,0.0,33311.907134,2667.1303611000003,2037713,2.0,0.0,0.0,0.0003,0.01,75.0
NIAMEY,NER008,2020-04-07,105.0,2.0,0.0,592.6403874,120.4281938,1026848,319.0,27.0,0.0,5.242,100.0,100.0
AGADEZ,NER001,2020-04-07,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-04-07,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,1.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-07,1.0,0.0,0.0,158139.2761902,5456.7854675,3539764,4.0,0.0,0.0,0.0001,0.0,25.0
TILLABERI,NER006,2020-04-07,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,1.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-07,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,2.0,0.0,0.0,0.0001,0.0,25.0
NIAMEY,NER008,2020-04-08,100.0,3.0,0.0,592.6403874,120.4281938,1026848,419.0,30.0,0.0,6.8852,100.0,100.0
TILLABERI,NER006,2020-04-08,1.0,1.0,0.0,96980.714617,6589.637946099999,2722482,2.0,1.0,0.0,0.0001,0.0,12.5
DOSSO,NER003,2020-04-08,2.0,0.0,0.0,33311.907134,2667.1303611,2037713,4.0,0.0,0.0,0.0006,0.01,75.0
AGADEZ,NER001,2020-04-08,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-04-08,1.0,0.0,0.0,116596.4907737,5473.7572299,3328365,2.0,0.0,0.0,0.0001,0.0,12.5
ZINDER,NER007,2020-04-08,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,4.0,0.0,0.0,0.0001,0.0,12.5
DIFFA,NER002,2020-04-08,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-08,1.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,25.0
TILLABERI,NER006,2020-04-09,1.0,1.0,0.0,96980.714617,6589.6379461,2722482,3.0,2.0,0.0,0.0001,0.0,12.5
TAHOUA,NER005,2020-04-09,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,2.0,0.0,0.0,0.0001,0.0,12.5
DIFFA,NER002,2020-04-09,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-04-09,8.0,0.0,0.0,592.6403874,120.4281938,1026848,427.0,30.0,0.0,7.0167,100.0,100.0
ZINDER,NER007,2020-04-09,0.0,1.0,0.0,158139.2761902,5456.7854675,3539764,4.0,1.0,0.0,0.0001,0.0,12.5
AGADEZ,NER001,2020-04-09,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-09,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,4.0,0.0,0.0,0.0006,0.01,75.0
MARADI,NER004,2020-04-09,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,25.0
DIFFA,NER002,2020-04-10,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-10,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,4.0,1.0,0.0,0.0001,0.0,12.5
TAHOUA,NER005,2020-04-10,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,2.0,0.0,0.0,0.0001,0.0,12.5
DOSSO,NER003,2020-04-10,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,4.0,0.0,0.0,0.0006,0.01,75.0
MARADI,NER004,2020-04-10,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,25.0
NIAMEY,NER008,2020-04-10,44.0,3.0,0.0,592.6403874,120.4281938,1026848,471.0,33.0,0.0,7.7397,100.0,100.0
AGADEZ,NER001,2020-04-10,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-10,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,3.0,2.0,0.0,0.0001,0.0,12.5
DOSSO,NER003,2020-04-11,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,4.0,0.0,0.0,0.0006,0.01,75.0
TILLABERI,NER006,2020-04-11,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,3.0,2.0,0.0,0.0001,0.0,12.5
MARADI,NER004,2020-04-11,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,25.0
NIAMEY,NER008,2020-04-11,26.0,1.0,0.0,592.6403874,120.4281938,1026848,497.0,34.0,0.0,8.1669,100.0,100.0
DIFFA,NER002,2020-04-11,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-04-11,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-11,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,4.0,1.0,0.0,0.0001,0.0,12.5
TAHOUA,NER005,2020-04-11,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,2.0,0.0,0.0,0.0001,0.0,12.5
TAHOUA,NER005,2020-04-12,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,2.0,0.0,0.0,0.0001,0.0,12.5
TILLABERI,NER006,2020-04-12,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,3.0,2.0,0.0,0.0001,0.0,12.5
AGADEZ,NER001,2020-04-12,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-12,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,4.0,1.0,0.0,0.0001,0.0,12.5
DOSSO,NER003,2020-04-12,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,4.0,0.0,0.0,0.0006,0.01,75.0
DIFFA,NER002,2020-04-12,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-12,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,25.0
NIAMEY,NER008,2020-04-12,0.0,0.0,0.0,592.6403874,120.4281938,1026848,497.0,34.0,0.0,8.1669,100.0,100.0
TILLABERI,NER006,2020-04-13,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,3.0,2.0,0.0,0.0001,0.0,12.5
DOSSO,NER003,2020-04-13,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,4.0,0.0,0.0,0.0006,0.01,75.0
ZINDER,NER007,2020-04-13,1.0,0.0,0.0,158139.2761902,5456.7854675,3539764,5.0,1.0,0.0,0.0001,0.0,12.5
MARADI,NER004,2020-04-13,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,25.0
TAHOUA,NER005,2020-04-13,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,2.0,0.0,0.0,0.0001,0.0,12.5
DIFFA,NER002,2020-04-13,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-04-13,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-04-13,18.0,1.0,0.0,592.6403874,120.4281938,1026848,515.0,35.0,0.0,8.4627,100.0,100.0
TILLABERI,NER006,2020-04-14,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,3.0,2.0,0.0,0.0001,0.0,12.5
TAHOUA,NER005,2020-04-14,9.0,0.0,0.0,116596.4907737,5473.7572299,3328365,11.0,0.0,0.0,0.0003,0.0,37.5
MARADI,NER004,2020-04-14,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,25.0
AGADEZ,NER001,2020-04-14,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-04-14,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-14,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,4.0,0.0,0.0,0.0006,0.01,75.0
ZINDER,NER007,2020-04-14,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,5.0,1.0,0.0,0.0001,0.0,12.5
NIAMEY,NER008,2020-04-14,10.0,2.0,0.0,592.6403874,120.4281938,1026848,525.0,37.0,0.0,8.627,100.0,100.0
MARADI,NER004,2020-04-15,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,16.67
TILLABERI,NER006,2020-04-15,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,3.0,2.0,0.0,0.0001,0.0,8.33
ZINDER,NER007,2020-04-15,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,5.0,1.0,0.0,0.0001,0.0,8.33
AGADEZ,NER001,2020-04-15,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-04-15,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,11.0,0.0,0.0,0.0003,0.0,25.0
NIAMEY,NER008,2020-04-15,13.0,0.0,0.0,592.6403874,120.4281938,1026848,538.0,37.0,0.0,8.8407,100.0,100.0
DOSSO,NER003,2020-04-15,2.0,0.0,0.0,33311.907134,2667.1303611,2037713,6.0,0.0,0.0,0.0009,0.01,75.0
DIFFA,NER002,2020-04-15,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-16,0.0,1.0,0.0,96980.714617,6589.6379461,2722482,3.0,3.0,0.0,0.0001,0.0,8.33
AGADEZ,NER001,2020-04-16,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-16,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,6.0,0.0,0.0,0.0009,0.01,75.0
MARADI,NER004,2020-04-16,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,16.67
NIAMEY,NER008,2020-04-16,16.0,4.0,0.0,592.6403874,120.4281938,1026848,554.0,41.0,0.0,9.1036,100.0,100.0
ZINDER,NER007,2020-04-16,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,5.0,1.0,0.0,0.0001,0.0,8.33
DIFFA,NER002,2020-04-16,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TAHOUA,NER005,2020-04-16,1.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,25.0
TAHOUA,NER005,2020-04-17,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,25.0
ZINDER,NER007,2020-04-17,2.0,0.0,0.0,158139.27619019998,5456.7854675,3539764,7.0,1.0,0.0,0.0001,0.0,8.33
DOSSO,NER003,2020-04-17,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,6.0,0.0,0.0,0.0009,0.01,75.0
MARADI,NER004,2020-04-17,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,16.67
DIFFA,NER002,2020-04-17,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
AGADEZ,NER001,2020-04-17,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-17,1.0,0.0,0.0,96980.714617,6589.6379461,2722482,4.0,3.0,0.0,0.0002,0.0,16.67
NIAMEY,NER008,2020-04-17,13.0,1.0,0.0,592.6403874,120.4281938,1026848,567.0,42.0,0.0,9.3172,100.0,100.0
DOSSO,NER003,2020-04-18,1.0,0.0,0.0,33311.907134,2667.1303611,2037713,7.0,0.0,0.0,0.001,0.01,75.0
AGADEZ,NER001,2020-04-18,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-04-18,15.0,0.0,0.0,592.6403874,120.4281938,1026848,582.0,42.0,0.0,9.5637,100.0,100.0
MARADI,NER004,2020-04-18,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,15.0
ZINDER,NER007,2020-04-18,1.0,1.0,0.0,158139.2761902,5456.7854675,3539764,8.0,2.0,0.0,0.0001,0.0,7.5
TILLABERI,NER006,2020-04-18,3.0,0.0,0.0,96980.714617,6589.6379461,2722482,7.0,3.0,0.0,0.0003,0.0,22.5
TAHOUA,NER005,2020-04-18,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,22.5
DIFFA,NER002,2020-04-18,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-19,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,15.0
DOSSO,NER003,2020-04-19,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,7.0,0.0,0.0,0.001,0.01,75.0
TILLABERI,NER006,2020-04-19,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,7.0,3.0,0.0,0.0003,0.0,22.5
NIAMEY,NER008,2020-04-19,0.0,0.0,0.0,592.6403874,120.4281938,1026848,582.0,42.0,0.0,9.5637,100.0,100.0
ZINDER,NER007,2020-04-19,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,8.0,2.0,0.0,0.0001,0.0,7.5
TAHOUA,NER005,2020-04-19,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,22.5
AGADEZ,NER001,2020-04-19,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-04-19,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-20,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,7.0,0.0,0.0,0.001,0.01,75.0
MARADI,NER004,2020-04-20,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,15.0
ZINDER,NER007,2020-04-20,2.0,0.0,0.0,158139.2761902,5456.7854675,3539764,10.0,2.0,0.0,0.0002,0.0,15.0
TAHOUA,NER005,2020-04-20,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,22.5
NIAMEY,NER008,2020-04-20,3.0,0.0,0.0,592.6403874,120.4281938,1026848,585.0,42.0,0.0,9.613,100.0,100.0
TILLABERI,NER006,2020-04-20,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,7.0,3.0,0.0,0.0003,0.0,22.5
AGADEZ,NER001,2020-04-20,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DIFFA,NER002,2020-04-20,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-21,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,7.0,0.0,0.0,0.001,0.01,75.0
AGADEZ,NER001,2020-04-21,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-21,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,15.0
DIFFA,NER002,2020-04-21,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-21,2.0,0.0,0.0,158139.2761902,5456.7854675,3539764,12.0,2.0,0.0,0.0002,0.0,15.0
TILLABERI,NER006,2020-04-21,1.0,0.0,0.0,96980.714617,6589.6379461,2722482,8.0,3.0,0.0,0.0003,0.0,22.5
TAHOUA,NER005,2020-04-21,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,22.5
NIAMEY,NER008,2020-04-21,1.0,0.0,0.0,592.6403874,120.4281938,1026848,586.0,42.0,0.0,9.6294,100.0,100.0
DIFFA,NER002,2020-04-22,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-22,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,15.0
ZINDER,NER007,2020-04-22,3.0,0.0,0.0,158139.2761902,5456.7854675,3539764,15.0,2.0,0.0,0.0003,0.0,22.5
TAHOUA,NER005,2020-04-22,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,22.5
NIAMEY,NER008,2020-04-22,1.0,3.0,0.0,592.6403874,120.4281938,1026848,587.0,45.0,0.0,9.6459,100.0,100.0
DOSSO,NER003,2020-04-22,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,7.0,0.0,0.0,0.001,0.01,75.0
AGADEZ,NER001,2020-04-22,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-22,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,8.0,3.0,0.0,0.0003,0.0,22.5
NIAMEY,NER008,2020-04-23,11.0,1.0,0.0,592.6403874,120.4281938,1026848,598.0,46.0,0.0,9.8266,100.0,100.0
ZINDER,NER007,2020-04-23,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,15.0,2.0,0.0,0.0003,0.0,14.06
DIFFA,NER002,2020-04-23,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-23,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,9.38
TAHOUA,NER005,2020-04-23,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,14.06
AGADEZ,NER001,2020-04-23,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-23,1.0,0.0,0.0,96980.714617,6589.6379461,2722482,9.0,3.0,0.0,0.0003,0.0,14.06
DOSSO,NER003,2020-04-23,4.0,0.0,0.0,33311.907134,2667.1303611,2037713,11.0,0.0,0.0,0.0016,0.02,75.0
TILLABERI,NER006,2020-04-24,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,9.0,3.0,0.0,0.0003,0.0,14.06
DOSSO,NER003,2020-04-24,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,11.0,0.0,0.0,0.0016,0.02,75.0
DIFFA,NER002,2020-04-24,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-24,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,9.38
ZINDER,NER007,2020-04-24,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,15.0,2.0,0.0,0.0003,0.0,14.06
TAHOUA,NER005,2020-04-24,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,14.06
NIAMEY,NER008,2020-04-24,0.0,0.0,0.0,592.6403874,120.4281938,1026848,598.0,46.0,0.0,9.8266,100.0,100.0
AGADEZ,NER001,2020-04-24,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-25,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,9.38
NIAMEY,NER008,2020-04-25,0.0,0.0,0.0,592.6403874,120.4281938,1026848,598.0,46.0,0.0,9.8266,100.0,100.0
TAHOUA,NER005,2020-04-25,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,14.06
DOSSO,NER003,2020-04-25,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,11.0,0.0,0.0,0.0016,0.02,75.0
AGADEZ,NER001,2020-04-25,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-25,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,15.0,2.0,0.0,0.0003,0.0,14.06
TILLABERI,NER006,2020-04-25,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,9.0,3.0,0.0,0.0003,0.0,14.06
DIFFA,NER002,2020-04-25,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-26,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,9.0,3.0,0.0,0.0003,0.0,14.06
TAHOUA,NER005,2020-04-26,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,14.06
DOSSO,NER003,2020-04-26,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,11.0,0.0,0.0,0.0016,0.02,75.0
AGADEZ,NER001,2020-04-26,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-04-26,6.0,3.0,0.0,592.6403874,120.4281938,1026848,604.0,49.0,0.0,9.9252,100.0,100.0
MARADI,NER004,2020-04-26,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,9.38
DIFFA,NER002,2020-04-26,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-26,2.0,1.0,0.0,158139.2761902,5456.7854675,3539764,17.0,3.0,0.0,0.0003,0.0,14.06
TAHOUA,NER005,2020-04-27,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,14.06
AGADEZ,NER001,2020-04-27,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
MARADI,NER004,2020-04-27,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,9.38
DIFFA,NER002,2020-04-27,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
TILLABERI,NER006,2020-04-27,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,9.0,3.0,0.0,0.0003,0.0,14.06
ZINDER,NER007,2020-04-27,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,17.0,3.0,0.0,0.0003,0.0,14.06
NIAMEY,NER008,2020-04-27,4.0,1.0,0.0,592.6403874,120.4281938,1026848,608.0,50.0,0.0,9.9909,100.0,100.0
DOSSO,NER003,2020-04-27,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,11.0,0.0,0.0,0.0016,0.02,75.0
ZINDER,NER007,2020-04-28,3.0,0.0,0.0,158139.2761902,5456.7854675,3539764,20.0,3.0,0.0,0.0004,0.0,18.75
DIFFA,NER002,2020-04-28,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-28,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,11.0,0.0,0.0,0.0016,0.02,75.0
MARADI,NER004,2020-04-28,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,9.38
AGADEZ,NER001,2020-04-28,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
NIAMEY,NER008,2020-04-28,8.0,0.0,0.0,592.6403874,120.4281938,1026848,616.0,50.0,0.0,10.1224,100.0,100.0
TILLABERI,NER006,2020-04-28,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,9.0,3.0,0.0,0.0003,0.0,14.06
TAHOUA,NER005,2020-04-28,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,14.06
DIFFA,NER002,2020-04-29,0.0,0.0,0.0,158593.437198,3653.0262697,593821,0.0,0.0,0.0,0.0,0.0,0.0
ZINDER,NER007,2020-04-29,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,20.0,3.0,0.0,0.0004,0.0,16.67
TILLABERI,NER006,2020-04-29,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,9.0,3.0,0.0,0.0003,0.0,12.5
MARADI,NER004,2020-04-29,0.0,0.0,0.0,42089.06247363,2989.44915189,3402094,3.0,0.0,0.0,0.0002,0.0,8.33
TAHOUA,NER005,2020-04-29,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,12.5
AGADEZ,NER001,2020-04-29,0.0,0.0,0.0,704348.2509399999,9255.252908,487620,0.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-29,1.0,0.0,0.0,33311.907134,2667.1303611,2037713,12.0,0.0,0.0,0.0018,0.02,75.0
NIAMEY,NER008,2020-04-29,3.0,1.0,0.0,592.6403874,120.4281938,1026848,619.0,51.0,0.0,10.1717,100.0,100.0
DIFFA,NER002,2020-04-30,2.0,0.0,0.0,158593.437198,3653.0262697,593821,2.0,0.0,0.0,0.0002,0.0,8.33
AGADEZ,NER001,2020-04-30,1.0,0.0,0.0,704348.2509399999,9255.252908,487620,1.0,0.0,0.0,0.0,0.0,0.0
DOSSO,NER003,2020-04-30,0.0,0.0,0.0,33311.907134,2667.1303611,2037713,12.0,0.0,0.0,0.0018,0.02,75.0
ZINDER,NER007,2020-04-30,0.0,0.0,0.0,158139.2761902,5456.7854675,3539764,20.0,3.0,0.0,0.0004,0.0,16.67
TAHOUA,NER005,2020-04-30,0.0,0.0,0.0,116596.49077370002,5473.7572299,3328365,12.0,0.0,0.0,0.0003,0.0,12.5
TILLABERI,NER006,2020-04-30,0.0,0.0,0.0,96980.714617,6589.6379461,2722482,9.0,3.0,0.0,0.0003,0.0,12.5
